Name,Gene_ID,GenomeBuild,Chr,MapInfo,SourceVersion,goldstandard2
cg02486845,55122,36,6,88468518,36.1,0.027216083
cg02488871,7429,36,2,218996447,36.1,0.882528844
cg02489552,126402,36,19,14982531,36.1,0.560726569
cg02490034,4232,36,7,129913072,36.1,0.24278721
cg02491878,50617,36,7,138133120,36.1,0.292492834
cg02494117,1759,36,9,130005295,36.1,0.064226398
cg02496295,118,36,4,2815953,36.1,0.020385908
cg02497175,51701,36,17,23392725,36.1,0.065258903
cg02497428,10261,36,16,21572639,36.1,0.92342251
cg02497700,10472,36,1,242279981,36.1,0.102369724
cg02497758,9935,36,20,38750608,36.1,0.077914688
cg02499249,5915,36,3,25444724,36.1,0.107528462
cg02501779,140689,36,20,54012762,36.1,0.059978122
cg02501984,5426,36,12,131774019,36.1,0.021307908
cg02502132,7804,36,1,53565527,36.1,0.021607792
cg02503850,140766,36,10,72102558,36.1,0.055787049
cg02503970,6482,36,8,134653327,36.1,0.029069512
cg02505409,51129,36,19,8335160,36.1,0.050779114
cg02505689,80174,36,17,40141351,36.1,0.033662288
cg02506426,282679,36,11,76978152,36.1,0.052133013
cg02507175,5316,36,21,43267505,36.1,0.022479044
cg02508567,83439,36,2,85214695,36.1,0.041640087
cg02510853,9088,36,16,2971708,36.1,0.627499032
cg02511532,6873,36,8,120914336,36.1,0.112296241
cg02512226,55130,36,10,28328198,36.1,0.205233262
cg02512860,24146,36,7,100667471,36.1,0.449936114
cg02513045,755,36,21,44583930,36.1,0.072234304
cg02515422,7099,36,9,119506314,36.1,0.121474957
cg02515725,27295,36,4,186693929,36.1,0.10756898
cg02516189,64170,36,9,138387913,36.1,0.158521151
cg02516388,80221,36,17,45858633,36.1,0.018001255
cg02517489,7337,36,15,23234168,36.1,0.054297441
cg02519218,55743,36,12,131934359,36.1,0.741583003
cg02519806,171024,36,4,120029484,36.1,0.059702258
cg02523617,3093,36,4,39375775,36.1,0.231286792
cg02525396,84134,36,1,159462507,36.1,0.104425224
cg02525756,115273,36,1,28791949,36.1,0.258869919
cg02527529,78995,36,17,39575205,36.1,0.011189766
cg02528468,23200,36,3,183993595,36.1,0.030104656
cg02532648,10950,36,21,17906641,36.1,0.019512089
cg02533173,23476,36,19,15252124,36.1,0.575333667
cg02533993,10785,36,21,43173013,36.1,0.03105122
cg02537838,140893,36,20,60435990,36.1,0.903447647
cg02537909,22837,36,2,165405841,36.1,0.027952277
cg02539714,54509,36,12,120716249,36.1,0.025826339
cg02543879,51028,36,13,51922718,36.1,0.009708205
cg02545106,256309,36,4,186630263,36.1,0.100741068
cg02546521,8408,36,12,130945279,36.1,0.017292801
cg02547138,9986,36,11,66367358,36.1,0.019818061
cg02547439,63916,36,20,44468580,36.1,0.078080906
cg02548238,4015,36,5,121440949,36.1,0.028678323
cg02549910,92104,36,2,178191847,36.1,0.033043241
cg02550200,51009,36,17,5330186,36.1,0.008676463
cg02550358,9487,36,17,16061240,36.1,0.052201178
cg02551396,57158,36,20,42249296,36.1,0.028964933
cg02552572,84560,36,16,55155247,36.1,0.781237495
cg02552945,727,36,9,122851435,36.1,0.675171619
cg02553486,10699,36,4,47534852,36.1,0.244227926
cg02554564,4908,36,12,5473392,36.1,0.834899286
cg02554810,29907,36,11,64551616,36.1,0.019568776
cg02555579,83733,36,22,16423043,36.1,0.74822343
cg02556718,26470,36,16,29818095,36.1,0.061922067
cg02558133,5586,36,1,88922926,36.1,0.024472698
cg02564061,84070,36,12,48285230,36.1,0.407491432
cg02564523,80228,36,7,101860544,36.1,0.173569951
cg02564733,170689,36,11,129824284,36.1,0.069166763
cg02566518,170384,36,10,75201977,36.1,0.033723888
cg02567144,114327,36,6,52393108,36.1,0.017274109
cg02569086,3709,36,12,26876939,36.1,0.018624336
cg02569333,23678,36,8,67787834,36.1,0.036087008
cg02569613,196740,36,10,49993133,36.1,0.074153225
cg02571905,84314,36,17,8020351,36.1,0.024366124
cg02577849,11174,36,5,64813434,36.1,0.110195124
cg02579133,386681,36,21,44856169,36.1,0.773836372
cg02580606,3884,36,17,36780252,36.1,0.845964086
cg02581667,1891,36,19,44014082,36.1,0.041502604
cg02582608,214,36,3,106568681,36.1,0.04608801
cg02582754,4142,36,6,160247335,36.1,0.925759643
cg02583151,6495,36,14,60185964,36.1,0.048275759
cg02584520,27067,36,8,74821597,36.1,0.048633911
cg02586730,30008,36,11,65396445,36.1,0.797870785
cg02588309,23548,36,5,40792219,36.1,0.272939589
cg02589695,83593,36,1,204797622,36.1,0.032493251
cg02590345,54886,36,9,102830780,36.1,0.058596656
cg02592124,7341,36,2,202811724,36.1,0.038432207
cg02593766,55040,36,17,45963676,36.1,0.461657573
cg02595219,10008,36,11,73856409,36.1,0.159095988
cg02595263,28957,36,8,81105173,36.1,0.033921178
cg02599225,80195,36,10,81828453,36.1,0.021228051
cg02599464,8294,36,6,27215076,36.1,0.050969636
cg02600394,7294,36,4,47830991,36.1,0.691808702
cg02600430,85416,36,13,99421943,36.1,0.21221837
cg02600515,79842,36,11,62278272,36.1,0.05523009
cg02602411,5535,36,9,103396998,36.1,0.837290893
cg02602864,5608,36,17,64922502,36.1,0.081791379
cg02603366,6227,36,20,60395435,36.1,0.016009375
cg02604290,1591,36,20,52223996,36.1,0.088730479
cg02605634,140832,36,20,43691798,36.1,0.09190097
cg02608019,6850,36,9,92603849,36.1,0.054764162
cg02608292,6158,36,19,60589313,36.1,0.061389104
cg02609749,92822,36,16,88314287,36.1,0.052579883
cg02609880,63827,36,1,154877711,36.1,0.32183399
cg02611282,9586,36,7,28305510,36.1,0.599478496
cg02611419,89822,36,6,39390510,36.1,0.08103234
cg02611863,26013,36,20,41576510,36.1,0.390189181
cg02612026,842,36,1,15723043,36.1,0.052865022
cg02613803,7113,36,21,41801001,36.1,0.064502515
cg02615157,5300,36,19,9807560,36.1,0.052478687
cg02616808,90249,36,5,176169260,36.1,0.02176039
cg02617361,2339,36,8,43030465,36.1,0.01968459
cg02620013,2862,36,13,48692682,36.1,0.149103168
cg02620470,2132,36,11,44073763,36.1,0.032324986
cg02620769,85478,36,12,47584337,36.1,0.033248003
cg02622316,9753,36,6,28475389,36.1,0.030137621
cg02626929,124222,36,16,2951662,36.1,0.127495942
cg02628202,5641,36,14,92284960,36.1,0.18675913
cg02629312,64111,36,7,25235419,36.1,0.738139005
cg02629761,11099,36,14,88090498,36.1,0.130508081
cg02630105,5580,36,3,53170703,36.1,0.053543807
cg02630122,27037,36,22,18484473,36.1,0.051335203
cg02630207,55133,36,2,45693157,36.1,0.704651503
cg02630694,8872,36,10,12276839,36.1,0.338259157
cg02630888,26234,36,4,15266918,36.1,0.926110164
cg02631622,6477,36,16,46975934,36.1,0.026541236
cg02631906,5052,36,1,45760451,36.1,0.12330322
cg02631957,1456,36,5,122875865,36.1,0.009671416
cg02633817,5349,36,19,40298572,36.1,0.859821272
cg02633838,64969,36,2,95150761,36.1,0.077622771
cg02635407,54436,36,4,8251449,36.1,0.2670785
cg02635865,57403,36,20,56318496,36.1,0.0270133
cg02639007,51134,36,12,93377476,36.1,0.091311914
cg02640558,5533,36,8,22355086,36.1,0.02053636
cg02641095,134353,36,5,157102991,36.1,0.069823744
cg02641560,11123,36,1,24701398,36.1,0.025631009
cg02641676,6575,36,8,42516921,36.1,0.661993176
cg02643667,7031,36,21,42659768,36.1,0.940200714
cg02644301,9524,36,19,14501456,36.1,0.020594082
cg02646854,738,36,11,64620534,36.1,0.038798817
cg02647265,80212,36,12,123022117,36.1,0.533196067
cg02647545,283899,36,16,29915466,36.1,0.030636815
cg02648999,9392,36,2,105312995,36.1,0.040081849
cg02654291,84267,36,9,85761834,36.1,0.447995921
cg02655623,55421,36,17,3675217,36.1,0.667491762
cg02656594,50615,36,16,27319997,36.1,0.295114821
cg02657360,283120,36,11,1977136,36.1,0.47457433
cg02657438,85439,36,14,80934652,36.1,0.716935237
cg02659086,2950,36,11,67107552,36.1,0.041127607
cg02661879,2318,36,7,128257850,36.1,0.03337241
cg02664205,27115,36,6,136213345,36.1,0.902253157
cg02668581,55686,36,2,216586585,36.1,0.022533659
cg02668729,1503,36,1,41218267,36.1,0.024125763
cg02668984,5164,36,17,45527021,36.1,0.044369562
cg02671171,9501,36,17,203087,36.1,0.709284321
cg02671806,10845,36,15,63264473,36.1,0.016696166
cg02672220,6493,36,21,36992458,36.1,0.122927668
cg02672493,80723,36,3,138020399,36.1,0.038478426
cg02674804,92840,36,19,1443043,36.1,0.84270074
cg02675652,81566,36,12,49764006,36.1,0.511843182
cg02675896,90355,36,5,102622246,36.1,0.039859321
cg02676865,80019,36,10,99249728,36.1,0.135973791
cg02681442,2290,36,14,28305759,36.1,0.085067026
cg02683985,5154,36,7,525596,36.1,0.047674958
cg02686662,8612,36,19,243245,36.1,0.885207295
cg02686769,255394,36,12,105220062,36.1,0.023703047
cg02688643,4258,36,4,140804973,36.1,0.842563137
cg02689825,5111,36,20,5055135,36.1,0.085225459
cg02691091,6668,36,17,43347810,36.1,0.918704626
cg02692952,7189,36,11,36488330,36.1,0.058759043
cg02693857,83463,36,5,176671543,36.1,0.05832579
cg02699167,25827,36,3,33294028,36.1,0.033244365
cg02699645,7327,36,21,45046027,36.1,0.023338151
cg02702510,220972,36,10,45410557,36.1,0.13774489
cg02704907,85236,36,6,27224092,36.1,0.743326906
cg02705666,2959,36,1,89130006,36.1,0.067744346
cg02706575,6357,36,17,29707167,36.1,0.617476908
cg02706881,378832,36,21,45670203,36.1,0.930923652
cg02709261,64222,36,1,177318516,36.1,0.015122694
cg02710105,8491,36,2,39517852,36.1,0.026108709
cg02712165,388341,36,17,16336682,36.1,0.840525018
cg02712845,1798,36,11,118478248,36.1,0.060643526
cg02712878,55179,36,3,139810060,36.1,0.336871928
cg02715115,90826,36,4,148825074,36.1,0.097148165
cg02715140,1072,36,11,65382293,36.1,0.022367626
cg02717046,283383,36,12,130004741,36.1,0.164009004
cg02717570,124930,36,17,24945060,36.1,0.042205285
cg02717866,220004,36,11,61005463,36.1,0.919050623
cg02718531,114984,36,16,2872508,36.1,0.009303536
cg02718725,1266,36,1,95165513,36.1,0.104385059
cg02719245,23405,36,14,94694046,36.1,0.113074332
cg02719634,5003,36,11,2881475,36.1,0.82800604
cg02720618,2099,36,6,152171484,36.1,0.030371301
cg02723372,864,36,1,25101169,36.1,0.939326539
cg02723533,595,36,11,69178172,36.1,0.983075658
cg02724472,10234,36,7,102340529,36.1,0.385885318
cg02725014,9456,36,5,78845276,36.1,0.041092349
cg02727285,5971,36,19,50196082,36.1,0.347835681
cg02727423,2009,36,14,99328726,36.1,0.467622695
cg02729303,54463,36,5,16561920,36.1,0.738823835
cg02729352,9668,36,19,57244255,36.1,0.055704252
cg02729506,3339,36,1,22135998,36.1,0.03702279
cg02732134,23268,36,10,101722372,36.1,0.897759072
cg02732509,10106,36,12,56527467,36.1,0.114900808
cg02733650,79077,36,16,30348848,36.1,0.060386728
cg02735071,8667,36,8,117837055,36.1,0.044072778
cg02735133,84516,36,16,23560416,36.1,0.035521073
cg02735486,287,36,4,114190384,36.1,0.664262995
cg02737335,27237,36,1,3369744,36.1,0.860695939
cg02738086,171568,36,22,40271440,36.1,0.805370719
cg02738763,123283,36,15,100082272,36.1,0.01846741
cg02740128,1742,36,17,7064584,36.1,0.067115739
cg02740947,5892,36,17,30470649,36.1,0.029944795
cg02741249,23062,36,16,23429484,36.1,0.049605434
cg02741744,64431,36,12,99118865,36.1,0.068895428
cg02742971,130497,36,2,19421540,36.1,0.030413575
cg02748539,6550,36,5,577269,36.1,0.048049827
cg02749825,118881,36,10,76665765,36.1,0.028958129
cg02750754,80776,36,19,46561781,36.1,0.021936087
cg02751839,9283,36,1,200358908,36.1,0.914503924
cg02755525,81831,36,16,45734676,36.1,0.019070475
cg02756614,26509,36,10,95232101,36.1,0.063923263
cg02756698,3859,36,17,36276534,36.1,0.827222435
cg02756845,23542,36,22,49385408,36.1,0.177557676
cg02757432,2849,36,10,125416038,36.1,0.19101111
cg02762689,2979,36,6,42271400,36.1,0.823580046
cg02763671,5902,36,22,18483541,36.1,0.880173146
cg02765045,5094,36,12,52132041,36.1,0.001471461
cg02765328,894,36,12,4253542,36.1,0.05060016
cg02770814,51306,36,5,137396192,36.1,0.034439421
cg02772367,23279,36,11,47827023,36.1,0.044403814
cg02774160,2678,36,22,23309633,36.1,0.885965834
cg02774439,9464,36,4,174687826,36.1,0.070759751
cg02775617,94134,36,10,32257287,36.1,0.180769193
cg02776251,9958,36,12,60940586,36.1,0.251006192
cg02780295,5098,36,5,140835647,36.1,0.045922874
cg02780849,2786,36,1,233880786,36.1,0.155555631
cg02780988,8689,36,17,36900520,36.1,0.777783486
cg02782630,84142,36,4,84625648,36.1,0.103546354
cg02784848,80199,36,19,55008690,36.1,0.100623299
cg02784874,3857,36,17,36982488,36.1,0.78229636
cg02786019,55503,36,7,142292981,36.1,0.718861751
cg02786378,6542,36,8,17441223,36.1,0.647295799
cg02787991,6398,36,17,77884694,36.1,0.043625592
cg02788090,6662,36,17,67628276,36.1,0.098756758
cg02788102,23705,36,11,114880179,36.1,0.041189938
cg02789485,144321,36,12,74069695,36.1,0.285303632
cg02790471,256380,36,6,108200204,36.1,0.847109022
cg02792677,51073,36,19,10223626,36.1,0.045542711
cg02793099,23619,36,19,62041816,36.1,0.486917769
cg02794695,6503,36,8,134141793,36.1,0.054758242
cg02795624,25988,36,11,118497470,36.1,0.056652267
cg02797569,5118,36,7,100037945,36.1,0.770343181
cg02798801,8896,36,7,98843199,36.1,0.279890121
cg02799466,55022,36,2,229844655,36.1,0.435122634
cg02801485,55437,36,2,202025246,36.1,0.042535383
cg02801598,57546,36,16,65471724,36.1,0.068261562
cg02802055,10868,36,9,131636915,36.1,0.048155537
cg02805028,146395,36,16,27806740,36.1,0.666387917
cg02806093,84932,36,14,21014807,36.1,0.066361087
cg02806658,55010,36,12,101037722,36.1,0.035708259
cg02807948,3481,36,11,2110567,36.1,0.535160527
cg02809263,55631,36,1,70443806,36.1,0.042225117
cg02810134,7125,36,20,43889329,36.1,0.947614379
cg02810773,3704,36,20,3138112,36.1,0.020631937
cg02811755,11216,36,17,19821283,36.1,0.023453515
cg02812142,130013,36,2,135311793,36.1,0.715123421
cg02813021,10771,36,10,170599,36.1,0.04537361
cg02813121,6283,36,1,151615535,36.1,0.891989273
cg02813863,81575,36,12,12829554,36.1,0.847421632
cg02815516,25959,36,19,11167319,36.1,0.796355657
cg02822723,9319,36,5,946431,36.1,0.034059897
cg02823866,29126,36,9,5440410,36.1,0.067408227
cg02827112,56916,36,4,95348426,36.1,0.055406903
cg02828104,387521,36,20,48204207,36.1,0.38235056
cg02831294,810,36,10,5556862,36.1,0.900170546
cg02831393,5049,36,11,116519826,36.1,0.039192756
cg02831604,64843,36,15,74415780,36.1,0.060926384
cg02832245,5393,36,4,122942316,36.1,0.07391692
cg02833180,5334,36,2,198523309,36.1,0.76908744
cg02836529,4760,36,2,182252658,36.1,0.11846201
cg02838492,113220,36,9,115901109,36.1,0.829781563
cg02840794,79803,36,10,103815767,36.1,0.030363667
cg02841886,5989,36,19,13978094,36.1,0.011843726
cg02841933,4899,36,7,129038887,36.1,0.020668399
cg02844051,93099,36,19,40696073,36.1,0.863322898
cg02844545,9247,36,6,10990029,36.1,0.164858519
cg02844629,64801,36,1,229181355,36.1,0.032470244
cg02848777,7093,36,10,98263704,36.1,0.05761749
cg02849695,25790,36,1,158136584,36.1,0.38453559
cg02850329,11123,36,1,24702042,36.1,0.052029327
cg02850821,3845,36,12,25294947,36.1,0.060728227
cg02854090,221613,36,6,25834874,36.1,0.885604303
cg02854288,2272,36,3,61211951,36.1,0.0435946
cg02856727,2689,36,17,59313148,36.1,0.727103427
cg02859934,51172,36,16,5023073,36.1,0.437375671
cg02860543,10643,36,7,23477173,36.1,0.213603906
cg02861781,2706,36,13,19665498,36.1,0.025323187
cg02862153,1523,36,7,101246106,36.1,0.037686413
cg02862362,383,36,6,131936795,36.1,0.831201583
cg02862835,326625,36,12,108495625,36.1,0.075505579
cg02863237,84991,36,10,6171478,36.1,0.005763254
cg02863842,5819,36,19,50041525,36.1,0.022226515
cg02863947,8856,36,3,120981880,36.1,0.345984048
cg02865818,23286,36,5,167651792,36.1,0.025606822
cg02867079,84439,36,14,99181022,36.1,0.027933548
cg02868123,5969,36,2,79236421,36.1,0.918008656
cg02868306,9230,36,19,8361008,36.1,0.063622588
cg02868338,54512,36,8,145205121,36.1,0.049456706
cg02870945,65055,36,2,86418635,36.1,0.06193518
cg02873524,5069,36,9,117956314,36.1,0.041881657
cg02874605,120863,36,12,99185909,36.1,0.102195118
cg02875404,57191,36,19,62658708,36.1,0.910992389
cg02876062,83641,36,10,14856660,36.1,0.912272938
cg02878987,148362,36,1,220952030,36.1,0.07285886
cg02879662,64344,36,19,51492307,36.1,0.023615706
cg02880176,201164,36,17,17050542,36.1,0.176318574
cg02882813,1473,36,20,23808078,36.1,0.846417194
cg02883161,4440,36,12,119292001,36.1,0.117560265
cg02883230,56965,36,15,70351317,36.1,0.394243729
cg02885771,84946,36,6,144205347,36.1,0.720005492
cg02886284,1363,36,4,166519740,36.1,0.030734775
cg02887841,6899,36,22,18124670,36.1,0.039928204
cg02888247,81688,36,6,24827214,36.1,0.631389047
cg02890926,79639,36,1,44912942,36.1,0.028180557
cg02899723,54514,36,5,55069371,36.1,0.94922248
cg02900980,27086,36,3,71715939,36.1,0.033558412
cg02901122,55197,36,18,31901342,36.1,0.022306917
cg02901159,1207,36,11,77026459,36.1,0.038009378
cg02902770,5919,36,7,149670339,36.1,0.882277964
cg02903525,728,36,19,52505329,36.1,0.864030711
cg02904235,9252,36,14,90597122,36.1,0.059123668
cg02904365,55735,36,1,6683966,36.1,0.036140345
cg02905245,151887,36,3,113842342,36.1,0.56685769
cg02905881,2956,36,2,47863234,36.1,0.102638327
cg02906238,29842,36,2,121759171,36.1,0.051870415
cg02906939,3176,36,2,138437785,36.1,0.907777175
cg02909042,93487,36,14,54587885,36.1,0.021162607
cg02909790,8355,36,6,26379566,36.1,0.052461473
cg02910574,5119,36,16,88252902,36.1,0.949309533
cg02913089,5151,36,15,83326748,36.1,0.0305122
cg02913364,118424,36,1,1198436,36.1,0.038661484
cg02914379,4188,36,6,41713762,36.1,0.07790561
cg02915261,51599,36,19,40431602,36.1,0.012829371
cg02915837,7004,36,12,2939504,36.1,0.046312329
cg02916816,84502,36,14,23116861,36.1,0.139706316
cg02917064,6604,36,7,150605397,36.1,0.09972279
cg02917381,4212,36,15,35180480,36.1,0.041460798
cg02917772,1491,36,1,70649211,36.1,0.039088409
cg02917972,23318,36,1,52790847,36.1,0.031913802
cg02918483,84142,36,4,84625226,36.1,0.035808156
cg02919422,64321,36,8,55533097,36.1,0.121316367
cg02920216,140578,36,21,18538810,36.1,0.266920119
cg02922563,11277,36,3,48462812,36.1,0.049091992
cg02924961,8347,36,6,26233459,36.1,0.145625563
cg02927346,91608,36,17,31083373,36.1,0.168200454
cg02929869,5217,36,3,151171273,36.1,0.024035205
cg02930996,9331,36,18,27519840,36.1,0.063333323
cg02932167,9427,36,2,233061195,36.1,0.738424272
cg02932669,259232,36,13,100866259,36.1,0.088380408
cg02932689,81631,36,16,85982724,36.1,0.058528537
cg02936263,6354,36,17,29620999,36.1,0.666971537
cg02936468,138199,36,9,76832790,36.1,0.026896062
cg02936740,389208,36,4,68678590,36.1,0.696591336
cg02936872,1515,36,9,98841371,36.1,0.023258534
cg02937102,256380,36,6,108199922,36.1,0.881467525
cg02937479,63943,36,6,32206012,36.1,0.091300161
cg02938601,8794,36,8,23017033,36.1,0.082988741
cg02939139,8437,36,12,112058587,36.1,0.462020533
cg02940164,27315,36,11,3786547,36.1,0.011389238
cg02941816,4255,36,10,131155686,36.1,0.040442058
cg02942159,6194,36,9,19369994,36.1,0.037990427
cg02943497,143,36,13,23985090,36.1,0.049927188
cg02944057,11165,36,6,34467479,36.1,0.034471087
cg02945646,8906,36,14,23107009,36.1,0.087710165
cg02946754,374354,36,10,115604298,36.1,0.048485543
cg02946850,2918,36,7,126670180,36.1,0.710878668
cg02947222,22822,36,12,74711781,36.1,0.031326161
cg02947253,140,36,1,111848223,36.1,0.600139095
cg02949544,11143,36,17,45220857,36.1,0.122027699
cg02955504,10907,36,18,75850362,36.1,0.695371272
cg02956093,207,36,14,104332380,36.1,0.093368488
cg02956481,148137,36,19,40941294,36.1,0.029089254
cg02957086,8313,36,17,60988509,36.1,0.067129963
cg02959669,10172,36,19,63151170,36.1,0.034883974
cg02962602,284001,36,17,77764702,36.1,0.556884544
cg02964385,11329,36,6,36623654,36.1,0.34639821
cg02964389,5715,36,12,120811096,36.1,0.045072225
cg02965078,11251,36,11,60380080,36.1,0.119643986
cg02966329,7272,36,6,80771193,36.1,0.055330324
cg02968557,94086,36,17,37528652,36.1,0.864426068
cg02972551,55818,36,2,86521579,36.1,0.059821557
cg02973263,5584,36,3,171422856,36.1,0.071173679
cg02973416,79751,36,11,786069,36.1,0.033405194
cg02973883,26094,36,14,72462067,36.1,0.717975756
cg02975142,201163,36,17,17081322,36.1,0.033155177
cg02975259,4690,36,3,138063723,36.1,0.011752242
cg02976090,57185,36,1,24614836,36.1,0.086258414
cg02976574,64778,36,3,173312987,36.1,0.802134445
cg02976617,83594,36,5,102926362,36.1,0.081302695
cg02978542,4524,36,1,11788672,36.1,0.019510033
cg02978737,5816,36,22,35546013,36.1,0.764000987
cg02981703,765,36,1,8928321,36.1,0.744067355
cg02982734,54551,36,15,21442141,36.1,0.866573218
cg02983451,8462,36,2,10100464,36.1,0.094263932
cg02987051,51124,36,18,42956543,36.1,0.046212577
cg02987163,11072,36,17,32923404,36.1,0.022774415
cg02989257,1307,36,1,31941861,36.1,0.847585537
cg02989940,51327,36,16,31446735,36.1,0.79054743
cg02990033,64096,36,20,3591863,36.1,0.512258535
cg02990567,5863,36,6,33374939,36.1,0.053831671
cg02992596,166863,36,4,155921670,36.1,0.866784761
cg02992632,2257,36,3,193928074,36.1,0.085681601
cg02992647,11056,36,17,33078559,36.1,0.886240406
cg02994216,5899,36,2,120727449,36.1,0.021047481
cg02994956,4744,36,22,28206534,36.1,0.24749924
cg02994974,10418,36,11,13941120,36.1,0.017223855
cg02995130,6249,36,12,121472360,36.1,0.028873331
cg02995295,220108,36,13,50694963,36.1,0.045480828
cg02995853,10307,36,5,139924456,36.1,0.020313398
cg03000846,5881,36,17,77583552,36.1,0.381125335
cg03001305,6776,36,17,37693018,36.1,0.087482417
cg03001647,9019,36,1,165958505,36.1,0.128763035
cg03002480,197131,36,15,41185630,36.1,0.040576209
cg03003256,221301,36,6,116956250,36.1,0.74087075
cg03005055,3306,36,14,64076704,36.1,0.044257759
cg03005261,55013,36,4,110700277,36.1,0.077401424
cg03007010,115703,36,19,40958680,36.1,0.078380003
cg03007571,3017,36,6,26265652,36.1,0.09615112
cg03011500,57530,36,1,149750867,36.1,0.067173802
cg03012280,84936,36,15,38885547,36.1,0.643345143
cg03013422,65985,36,12,124116303,36.1,0.048182881
cg03014628,115827,36,5,57914758,36.1,0.028790766
cg03014680,160364,36,12,10013789,36.1,0.729498103
cg03014957,117285,36,20,29419723,36.1,0.729911043
cg03016571,55018,36,17,46199123,36.1,0.794166396
cg03017946,10886,36,4,73116145,36.1,0.687069277
cg03019000,51368,36,3,51679391,36.1,0.713252269
cg03020951,3159,36,6,34311865,36.1,0.045241922
cg03021690,7127,36,14,102661717,36.1,0.906312722
cg03022541,165721,36,3,129669549,36.1,0.812778462
cg03024246,8690,36,11,95764276,36.1,0.781308027
cg03026462,3169,36,14,37134241,36.1,0.021332476
cg03027037,63908,36,20,23350404,36.1,0.05885671
cg03028472,85004,36,12,15265729,36.1,0.032543558
cg03029060,7738,36,6,27549015,36.1,0.031996425
cg03029145,4087,36,18,43710585,36.1,0.050535186
cg03030757,2178,36,6,35528732,36.1,0.058949657
cg03032025,80315,36,5,173249354,36.1,0.712864488
cg03035419,6227,36,20,60395713,36.1,0.012571878
cg03036064,7371,36,1,164063709,36.1,0.016406355
cg03037331,8560,36,1,222438113,36.1,0.029597336
cg03038003,79656,36,1,49015487,36.1,0.043956468
cg03039172,147912,36,19,50964993,36.1,0.055021014
cg03046445,79365,36,12,26169093,36.1,0.058623152
cg03047098,164,36,16,70400516,36.1,0.066800877
cg03048535,121643,36,12,108231483,36.1,0.016654143
cg03054162,51449,36,2,70338734,36.1,0.052655768
cg03054529,9805,36,7,29996463,36.1,0.651701514
cg03055440,64231,36,11,59706981,36.1,0.668485925
cg03055492,7360,36,2,63921997,36.1,0.029760443
cg03059018,51804,36,14,60260718,36.1,0.136298288
cg03059528,81847,36,6,127629414,36.1,0.044841726
cg03060925,284325,36,19,45948170,36.1,0.052060356
cg03062665,801,36,14,89932880,36.1,0.031586744
cg03063797,60485,36,14,50205216,36.1,0.129159332
cg03064067,55117,36,12,83831047,36.1,0.158984583
cg03064241,80196,36,12,120322111,36.1,0.029696727
cg03064400,199746,36,19,40927676,36.1,0.073013248
cg03065202,113791,36,22,30017698,36.1,0.063357234
cg03065661,9440,36,11,93157061,36.1,0.048786414
cg03066138,6181,36,11,799697,36.1,0.019329252
cg03067226,7167,36,12,6846594,36.1,0.021350292
cg03070194,2946,36,1,110012207,36.1,0.01967695
cg03070588,84749,36,12,107974622,36.1,0.039199416
cg03072102,79598,36,3,102926098,36.1,0.079887685
cg03075662,57047,36,3,147696338,36.1,0.708943781
cg03076324,64215,36,10,22332474,36.1,0.019306988
cg03076871,8675,36,20,56660143,36.1,0.073300162
cg03077062,94097,36,2,73152599,36.1,0.022603857
cg03077492,56477,36,5,43448852,36.1,0.856492382
cg03077836,8853,36,2,9264743,36.1,0.025717277
cg03079549,26258,36,15,43666515,36.1,0.022082212
cg03079681,1029,36,9,21984223,36.1,0.033390385
cg03080985,83699,36,6,80397402,36.1,0.061026825
cg03081134,8434,36,9,36026806,36.1,0.087533399
cg03082060,3964,36,1,234746847,36.1,0.591906853
cg03085312,5914,36,17,35718807,36.1,0.222856652
cg03085637,8799,36,1,144227987,36.1,0.03732776
cg03086563,8338,36,1,148123776,36.1,0.081477577
cg03086857,1910,36,13,77390569,36.1,0.123711132
cg03087937,143662,36,11,26550132,36.1,0.853788661
cg03091512,84236,36,2,227409294,36.1,0.027780763
cg03096975,24139,36,19,50834414,36.1,0.023651855
cg03097995,7137,36,19,60360903,36.1,0.664641906
cg03098361,5982,36,7,73306342,36.1,0.024221318
cg03098643,2195,36,4,187881614,36.1,0.077099804
cg03098721,79739,36,1,84236672,36.1,0.700217126
cg03099771,10279,36,6,27323344,36.1,0.648119013
cg03100040,25850,36,19,42033710,36.1,0.223114227
cg03100146,83442,36,1,26479433,36.1,0.078354317
cg03100196,7791,36,7,142787883,36.1,0.045219877
cg03100752,439,36,19,12708402,36.1,0.808518787
cg03101664,29907,36,11,64551186,36.1,0.574594829
cg03102516,93082,36,2,96535110,36.1,0.71948211
cg03103192,132671,36,4,52612028,36.1,0.533869814
cg03107405,7260,36,2,3360948,36.1,0.020533052
cg03108701,253714,36,6,97838121,36.1,0.088700051
cg03109047,2902,36,9,139152507,36.1,0.048458797
cg03109066,55435,36,4,113372716,36.1,0.03613343
cg03109316,7634,36,3,115440593,36.1,0.897838434
cg03109701,84900,36,12,115659141,36.1,0.743979327
cg03112433,5218,36,7,90176491,36.1,0.430945564
cg03112782,64769,36,1,37752316,36.1,0.033964421
cg03112869,285231,36,3,48388773,36.1,0.86681563
cg03113824,93233,36,19,53499134,36.1,0.907833285
cg03114244,2237,36,11,61316931,36.1,0.032234802
cg03115649,26092,36,1,178118158,36.1,0.030710418
cg03115886,5786,36,20,2793218,36.1,0.746164854
cg03116740,7106,36,11,831335,36.1,0.943192272
